profile_id,rank,rating,steam_id,icon,name,clan,country,previous_rating,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match_time,Timestamp
251265,1,2772,76561197996386232,,[aM]MbL40C,,NO,2760,2772,3,-9,23,4396,3056,1340,96,1683945462,2023-05-14 21:44:09.013057
4422938,2,2762,76561199118807671,,___MbL___,,NO,2750,2762,9,-10,73,560,431,129,5,1684023756,2023-05-14 21:44:09.013057
3209724,3,2744,76561198410119452,,Arabia Player,,CA,2727,2744,1,-3,45,289,227,62,0,1683937092,2023-05-14 21:44:09.013057
199325,4,2736,76561198449406083,,[aM] Hera,,CA,2754,2838,-1,-6,36,3627,2560,1067,30,1684019841,2023-05-14 21:44:09.013057
196240,5,2712,76561197984749679,,GL.TheViper,,NO,2711,2813,2,-9,22,1651,1087,564,4,1683995036,2023-05-14 21:44:09.013057
199170,6,2707,76561197992981071,,dogao,,BR,2691,2707,15,-5,32,1746,1300,446,17,1683745630,2023-05-14 21:44:09.013057
2644601,7,2707,76561199057707367,,__TheMbL__,,NO,2701,2707,4,-5,39,1041,784,257,9,1684068432,2023-05-14 21:44:09.013057
1862892,8,2696,76561199032160044,,Modri,,SI,2717,2717,-1,-6,24,680,422,258,2,1683985636,2023-05-14 21:44:09.013057
212721,9,2687,76561198116921964,,mYi.Sitaux,FrCo,FR,2673,2711,4,-5,29,1144,790,354,6,1684027608,2023-05-14 21:44:09.013057
4351237,10,2679,76561199114437308,,mYi.Sitaux,FrCo,FR,2667,2679,13,-4,40,321,245,76,1,1683729981,2023-05-14 21:44:09.013057
208393,11,2679,76561198027378107,,[aM] Nicov,,AR,2670,2730,2,-6,22,1601,1150,451,8,1683661079,2023-05-14 21:44:09.013057
197964,12,2678,76561198179087382,,Yo,WWP,CN,2671,2799,2,-7,15,2362,1501,861,22,1684091628,2023-05-14 21:44:09.013057
11406458,13,2672,76561199406815843,,vivi_NOOB,,CN,2656,2672,5,-4,12,336,239,97,1,1683911156,2023-05-14 21:44:09.013057
582058,14,2670,76561198032611326,,[aM] Hearttt,,PE,2662,2732,8,-7,14,2548,1569,979,21,1684058795,2023-05-14 21:44:09.013057
208611,15,2661,76561198325239137,,Villese,,FI,2643,2740,1,-7,19,2863,1877,986,16,1683815715,2023-05-14 21:44:09.013057
666976,16,2651,76561198275359848,,_Barles_,,PL,2644,2697,3,-7,12,2668,1682,986,12,1683724214,2023-05-14 21:44:09.013057
271202,17,2637,76561198000635167,,SalzZ_Vinchester,,RU,2617,2742,1,-6,18,1486,1029,457,7,1683238967,2023-05-14 21:44:09.013057
1486575,18,2631,76561199021127843,,doguinhoCaRaMeLo_xD_br_2k,,BR,2627,2632,2,-6,20,1509,1092,417,6,1683929255,2023-05-14 21:44:09.013057
4620061,19,2625,76561199124381546,,Running,,DE,2614,2625,5,-6,27,1962,1202,760,8,1683975033,2023-05-14 21:44:09.013057
198035,20,2623,76561198044559189,,GL.DauT,DauT,RS,2602,2626,1,-9,30,2232,1305,927,15,1683985636,2023-05-14 21:44:09.013057
506898,21,2606,76561198362219694,,[aM] Liereyy,,AT,2618,2659,-2,-6,16,1044,702,342,9,1683903949,2023-05-14 21:44:09.013057
347269,22,2585,76561198364718180,,Gamdom.ACCM |AOEBuilds.com,,VN,2573,2668,7,-7,25,3393,2339,1054,45,1683810918,2023-05-14 21:44:09.013057
1754629,23,2581,76561198807828662,,SalzZ_classicpro,,UA,2568,2581,3,-8,22,1702,1063,639,11,1684015568,2023-05-14 21:44:09.013057
288714,24,2566,76561198282860959,,Mihai06,ROTLD,RO,2544,2570,4,-9,12,4041,2163,1878,49,1684070266,2023-05-14 21:44:09.013057
628503,25,2562,76561198036586732,,Valas,,FI,2576,2645,-2,-7,16,2027,1181,846,2,1683716878,2023-05-14 21:44:09.013057
2858362,26,2554,76561198400058723,,GL.JorDan_AoE,,DE,2564,2760,-2,-10,27,1860,1087,773,13,1683892086,2023-05-14 21:44:09.013057
2368761,27,2549,76561199047138712,,Fox.Margougou,FrCo,FR,2604,2604,5,-7,16,1173,681,492,13,1682810122,2023-05-14 21:44:09.013057
197388,28,2518,76561198088251629,,GL.TaToH,TaToH,ES,2515,2605,1,-6,32,869,624,245,4,1683644977,2023-05-14 21:44:09.013057
2783660,29,2505,76561199062883266,,DS_Sebastian,Biry,UY,2491,2603,4,-7,12,2116,1163,953,25,1684083562,2023-05-14 21:44:09.013057
419803,30,2503,76561198419918984,,saymyname,,VN,2487,2503,4,-7,16,3228,2073,1155,66,1684060996,2023-05-14 21:44:09.013057
14665996,31,2495,76561199153076089,,GG,,UA,2523,2565,-1,-4,38,116,99,17,1,1683287622,2023-05-14 21:44:09.013057
3552644,32,2489,76561199096859133,,TimeToEnjoy,,CA,2473,2489,4,-5,20,425,293,132,0,1683601547,2023-05-14 21:44:09.013057
1966276,33,2485,76561198376755697,,MING,WWP,HK,2503,2505,-1,-7,12,1425,809,616,6,1683449074,2023-05-14 21:44:09.013057
945852,34,2481,76561198075555979,,Lucky Rox,Biry,AR,2494,2494,-1,-8,16,1236,703,533,8,1684015568,2023-05-14 21:44:09.013057
229071,35,2480,76561198217460091,,Combi | Uzzi,Combi,MX,2465,2499,2,-8,20,2925,1500,1425,30,1683704270,2023-05-14 21:44:09.013057
2090225,36,2480,76561198242526658,,miguel,,BR,2491,2557,-3,-10,22,2373,1353,1020,12,1683641644,2023-05-14 21:44:09.013057
572017,37,2479,76561198426853065,,TheMax,,FI,2462,2537,1,-6,20,1036,688,348,1,1683802703,2023-05-14 21:44:09.013057
4632681,38,2478,76561198439558568,,Overtaken,,EE,2466,2517,1,-9,17,2500,1355,1145,17,1684074184,2023-05-14 21:44:09.013057
10336997,39,2474,76561199326626083,,Kalong亲卫队队长,,HK,2460,2478,2,-5,34,337,221,116,4,1684075790,2023-05-14 21:44:09.013057
254415,40,2473,76561198011417995,,Modri,,SI,2457,2561,2,-8,12,1032,637,395,9,1683487043,2023-05-14 21:44:09.013057
579679,41,2464,76561198425688505,,Fox.Margougou,SINGE,FR,2485,2579,-1,-7,12,1777,996,781,16,1683907242,2023-05-14 21:44:09.013057
357795,42,2459,76561198367209710,,CL.DracKeN,C1own,CZ,2449,2588,3,-13,15,7518,4239,3279,64,1683840005,2023-05-14 21:44:09.013057
614315,43,2454,76561198135964589,,slam,,CA,2462,2612,-4,-8,14,3633,2168,1465,17,1684020350,2023-05-14 21:44:09.013057
1531083,44,2450,76561198056609593,,mYi.FreakinAndy,,AT,2470,2672,-3,-9,13,1240,738,502,8,1684091845,2023-05-14 21:44:09.013057
256338,45,2446,76561198007187809,,Running,,DE,2435,2560,2,-8,13,3019,1727,1292,20,1683812447,2023-05-14 21:44:09.013057
265517,46,2444,76561198198305605,,mYi.Daniel,,US,2451,2653,-2,-11,10,2683,1389,1294,13,1684091628,2023-05-14 21:44:09.013057
196310,47,2440,76561198275970890,,[KGB] F1Re,1KGB1,BR,2422,2592,2,-9,28,3627,2498,1129,29,1684063970,2023-05-14 21:44:09.013057
576919,48,2436,76561198082024695,,Babaorum,,FR,2450,2524,-1,-9,15,3244,1858,1386,16,1684083562,2023-05-14 21:44:09.013057
409748,49,2428,76561198099659716,,Capoch,,AR,2448,2576,-1,-6,13,1561,936,625,14,1683865893,2023-05-14 21:44:09.013057
230475,50,2424,76561198068729026,,El_Matador,,DE,2408,2485,1,-11,12,6420,3294,3126,21,1684004933,2023-05-14 21:44:09.013057
1224481,51,2421,76561198368620113,,IW.Kasva,HymTr,TR,2406,2504,2,-9,13,5323,2926,2397,39,1683854617,2023-05-14 21:44:09.013057
2503651,52,2419,76561199041237622,,__BadBoy__,LuLe,VN,2402,2541,9,-6,19,988,632,356,4,1683707641,2023-05-14 21:44:09.013057
182749,53,2416,76561198131139989,,The_Dragonstar,,IN,2431,2502,-1,-9,15,2329,1396,933,45,1683894808,2023-05-14 21:44:09.013057
2660491,54,2413,76561199054206296,,Thành Cổ Quảng Trị &lt;Hope&gt;,LuLe,VN,2424,2501,-7,-10,12,2954,1489,1465,33,1684065508,2023-05-14 21:44:09.013057
290617,55,2413,76561198273707230,,HR Sobek,,CL,2400,2446,4,-11,15,1605,966,639,28,1684044660,2023-05-14 21:44:09.013057
9555704,56,2405,76561199242460562,,Ganji,,SE,2388,2405,10,-3,32,144,120,24,0,1683907188,2023-05-14 21:44:09.013057
3446882,57,2402,76561199091668803,,HOWL.Kozmonot,HymTr,TR,2382,2402,2,-10,18,1251,655,596,13,1683148444,2023-05-14 21:44:09.013057
3022245,58,2402,76561198026485316,,retired_deaKer,CbaG,AR,2393,2402,6,-11,10,3535,1907,1628,27,1683174654,2023-05-14 21:44:09.013057
3230529,59,2397,76561198098401046,,IamChris,,CA,2412,2452,-3,-13,24,1152,689,463,9,1684082837,2023-05-14 21:44:09.013057
4785288,60,2396,76561199129096097,,Combi | 7Swords,,MX,2375,2473,5,-7,27,1091,581,510,12,1684044205,2023-05-14 21:44:09.013057
986504,61,2395,76561198169764954,,twitch.tv/st4rk_,,BR,2314,2395,7,-8,12,1484,892,592,12,1683252149,2023-05-14 21:44:09.013057
2821727,62,2395,76561199031392883,,Fish,,VN,2409,2484,-2,-8,9,1999,1093,906,7,1684075790,2023-05-14 21:44:09.013057
9604749,63,2393,76561199244204429,,Eviscerate,,DE,2383,2395,1,-6,39,574,343,231,1,1683630739,2023-05-14 21:44:09.013057
5057225,64,2391,76561199141041360,,HR Whitecourt,NAPS,CL,2406,2441,-1,-5,25,474,299,175,5,1683470250,2023-05-14 21:44:09.013057
1407942,65,2390,76561198121306763,,3D!Dark,,RU,2370,2542,1,-11,9,3032,1556,1476,20,1684091845,2023-05-14 21:44:09.013057
728551,66,2387,76561198355342951,,RiskyDice,Biry,JP,2433,2445,-1,-7,12,837,514,323,9,1682689777,2023-05-14 21:44:09.013057
9873875,67,2387,76561199260891276,,求求你不要来伤害我,,CN,2371,2391,3,-3,42,166,133,33,1,1683457211,2023-05-14 21:44:09.013057
2621722,68,2384,76561198046946243,,Twigg,Biry,AR,2376,2478,2,-9,18,1706,931,775,28,1684090545,2023-05-14 21:44:09.013057
2776293,69,2375,76561199063069362,,Combi | KingstoNe,Combi,MX,2365,2560,1,-6,14,2187,1202,985,16,1684018747,2023-05-14 21:44:09.013057
239238,70,2373,76561198113285862,,Fedex,,AR,2418,2418,3,-7,16,733,427,306,7,1681739711,2023-05-14 21:44:09.013057
211351,71,2372,76561198262978341,,Bad koala,WWP,CN,2391,2412,-1,-9,9,1473,799,674,13,1684070888,2023-05-14 21:44:09.013057
11906939,72,2370,76561199439830461,,AIDOGE,,,2382,2427,-2,-3,20,192,140,52,1,1683899039,2023-05-14 21:44:09.013057
2886954,73,2355,76561198317794461,,^^anomeL,,RU,2400,2400,5,-3,20,270,197,73,2,1681811006,2023-05-14 21:44:09.013057
2462063,74,2354,76561199050788934,,Shades,,IT,2338,2354,3,-9,13,813,431,382,7,1682973600,2023-05-14 21:44:09.013057
2654577,75,2351,76561198826220092,,Ozone,,CO,2341,2400,1,-10,12,10727,5467,5260,78,1684078481,2023-05-14 21:44:09.013057
232410,76,2348,76561198328617315,,ESP LaaaaaN,,ES,2359,2541,-1,-6,10,1066,677,389,11,1683138407,2023-05-14 21:44:09.013057
312938,77,2342,76561198272641645,,BacT,,VN,2332,2518,2,-8,15,2707,1751,956,16,1683397262,2023-05-14 21:44:09.013057
452924,78,2341,76561198033713695,,JackK,,PL,2355,2473,-2,-9,12,1502,846,656,33,1684000488,2023-05-14 21:44:09.013057
5170240,79,2339,76561199145732014,,deaKer Casillas,CbaG,AR,2322,2354,1,-7,10,949,514,435,12,1684054040,2023-05-14 21:44:09.013057
3884287,80,2337,76561199101842491,,[MoA]DaddySt4rk,,BR,2327,2379,1,-11,13,1287,709,578,9,1684033134,2023-05-14 21:44:09.013057
2944434,81,2327,76561198350272978,,HOWL.Yax,HymTr,TR,2306,2327,6,-9,13,1759,941,818,24,1683043819,2023-05-14 21:44:09.013057
6345180,82,2324,76561199201775338,,KH_GameOnline,,MX,2367,2367,5,-6,19,770,431,339,8,1682706007,2023-05-14 21:44:09.013057
226575,83,2319,76561198313422112,,_EMA_003,WWP,CN,2305,2480,3,-8,10,2121,1163,958,16,1684050920,2023-05-14 21:44:09.013057
6268226,84,2318,76561199197809267,,抖音帝国时代痛大师,WE4SC,CN,2304,2421,3,-9,29,1458,787,671,15,1684069064,2023-05-14 21:44:09.013057
245117,85,2317,76561198078010430,,Cl3m3nT,FrCo,FR,2329,2340,-2,-7,10,1029,586,443,8,1683380988,2023-05-14 21:44:09.013057
11962856,86,2311,76561198237386056,,Ozone v2.0,,CO,2298,2353,3,-6,22,366,224,142,0,1684091085,2023-05-14 21:44:09.013057
