profile_id,rank,rating,steam_id,icon,name,clan,country,previous_rating,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match_time,Timestamp
251265,1,2772,76561197996386232,,[aM]MbL40C,,NO,2760,2772,3,-9,23,4396,3056,1340,96,1683945462,2023-05-15 21:47:05.043086
4422938,2,2762,76561199118807671,,___MbL___,,NO,2750,2762,9,-10,73,560,431,129,5,1684023756,2023-05-15 21:47:05.043086
199325,3,2758,76561198449406083,,[aM] Hera,,CA,2757,2838,6,-6,36,3633,2566,1067,30,1684106139,2023-05-15 21:47:05.043086
3209724,4,2718,76561198410119452,,Arabia Player,,CA,2737,2757,-2,-3,45,295,230,65,0,1684176898,2023-05-15 21:47:05.043086
199170,5,2707,76561197992981071,,dogao,,BR,2691,2707,15,-5,32,1746,1300,446,17,1683745630,2023-05-15 21:47:05.043086
2644601,6,2707,76561199057707367,,__TheMbL__,,NO,2701,2707,4,-5,39,1041,784,257,9,1684068432,2023-05-15 21:47:05.043086
197964,7,2701,76561198179087382,,Yo,WWP,CN,2682,2799,2,-7,15,2369,1505,864,22,1684176898,2023-05-15 21:47:05.043086
196240,8,2697,76561197984749679,,GL.TheViper,,NO,2680,2813,1,-9,22,1655,1089,566,4,1684160375,2023-05-15 21:47:05.043086
1862892,9,2696,76561199032160044,,Modri,,SI,2717,2717,-1,-6,24,680,422,258,2,1683985636,2023-05-15 21:47:05.043086
4351237,10,2679,76561199114437308,,mYi.Sitaux,FrCo,FR,2667,2679,13,-4,40,321,245,76,1,1683729981,2023-05-15 21:47:05.043086
208393,11,2679,76561198027378107,,[aM] Nicov,,AR,2670,2730,2,-6,22,1601,1150,451,8,1683661079,2023-05-15 21:47:05.043086
11406458,12,2672,76561199406815843,,vivi_NOOB,,CN,2656,2672,5,-4,12,336,239,97,1,1683911156,2023-05-15 21:47:05.043086
582058,13,2670,76561198032611326,,[aM] Hearttt,,PE,2662,2732,8,-7,14,2548,1569,979,21,1684058795,2023-05-15 21:47:05.043086
212721,14,2663,76561198116921964,,mYi.Sitaux,FrCo,FR,2687,2711,-1,-5,29,1146,791,355,6,1684165231,2023-05-15 21:47:05.043086
208611,15,2661,76561198325239137,,Villese,,FI,2643,2740,1,-7,19,2863,1877,986,16,1683815715,2023-05-15 21:47:05.043086
4620061,16,2640,76561199124381546,,Running,,DE,2625,2640,6,-6,27,1963,1203,760,8,1684149795,2023-05-15 21:47:05.043086
271202,17,2637,76561198000635167,,SalzZ_Vinchester,,RU,2617,2742,1,-6,18,1486,1029,457,7,1683238967,2023-05-15 21:47:05.043086
666976,18,2632,76561198275359848,,_Barles_,,PL,2644,2697,-1,-7,12,2671,1683,988,12,1684168033,2023-05-15 21:47:05.043086
1486575,19,2631,76561199021127843,,doguinhoCaRaMeLo_xD_br_2k,,BR,2627,2632,2,-6,20,1509,1092,417,6,1683929255,2023-05-15 21:47:05.043086
506898,20,2606,76561198362219694,,[aM] Liereyy,,AT,2618,2659,-2,-6,16,1044,702,342,9,1683903949,2023-05-15 21:47:05.043086
2858362,21,2604,76561198400058723,,GL.JorDan_AoE,,DE,2588,2760,1,-10,27,1867,1092,775,13,1684159955,2023-05-15 21:47:05.043086
347269,22,2585,76561198364718180,,Gamdom.ACCM |AOEBuilds.com,,VN,2573,2668,7,-7,25,3393,2339,1054,45,1683810918,2023-05-15 21:47:05.043086
1754629,23,2581,76561198807828662,,SalzZ_classicpro,,UA,2568,2581,3,-8,22,1702,1063,639,11,1684015568,2023-05-15 21:47:05.043086
198035,24,2580,76561198044559189,,GL.DauT,DauT,RS,2594,2626,-2,-9,30,2238,1307,931,15,1684157242,2023-05-15 21:47:05.043086
628503,25,2562,76561198036586732,,Valas,,FI,2576,2645,-2,-7,16,2027,1181,846,2,1683716878,2023-05-15 21:47:05.043086
288714,26,2551,76561198282860959,,Mihai06,ROTLD,RO,2562,2578,-2,-9,12,4051,2168,1883,49,1684169866,2023-05-15 21:47:05.043086
2368761,27,2549,76561199047138712,,Fox.Margougou,FrCo,FR,2604,2604,5,-7,16,1173,681,492,13,1682810122,2023-05-15 21:47:05.043086
2783660,28,2527,76561199062883266,,DS_Sebastian,Biry,UY,2516,2603,1,-7,12,2122,1167,955,25,1684173765,2023-05-15 21:47:05.043086
197388,29,2518,76561198088251629,,GL.TaToH,TaToH,ES,2515,2605,1,-6,32,869,624,245,4,1683644977,2023-05-15 21:47:05.043086
419803,30,2517,76561198419918984,,saymyname,,VN,2498,2517,2,-7,16,3231,2075,1156,66,1684132649,2023-05-15 21:47:05.043086
229071,31,2512,76561198217460091,,Combi | Uzzi,Combi,MX,2499,2512,4,-8,20,2927,1502,1425,30,1684138438,2023-05-15 21:47:05.043086
14665996,32,2495,76561199153076089,,GG,,UA,2523,2565,-1,-4,38,116,99,17,1,1683287622,2023-05-15 21:47:05.043086
