profile_id,rank,rating,steam_id,icon,name,clan,country,previous_rating,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match_time,Timestamp
199325,1,2753,76561198449406083,,[aM] Hera,,CA,2780,2838,-1,-6,36,3625,2559,1066,30,1683758800,2023-05-12 22:00:39.031731
251265,2,2732,76561197996386232,,[aM]MbL40C,,NO,2752,2752,-1,-9,23,4389,3051,1338,96,1683900650,2023-05-12 22:00:39.031731
196240,3,2719,76561197984749679,,GL.TheViper,,NO,2707,2813,3,-9,22,1648,1085,563,4,1683903949,2023-05-12 22:00:39.031731
3209724,4,2718,76561198410119452,,Arabia Player,,CA,2710,2718,3,-3,45,280,220,60,0,1683695205,2023-05-12 22:00:39.031731
1862892,5,2717,76561199032160044,,Modri,,SI,2707,2717,10,-6,24,679,422,257,2,1683569013,2023-05-12 22:00:39.031731
582058,6,2716,76561198032611326,,[aM] Hearttt,,PE,2709,2732,6,-7,14,2523,1554,969,21,1683709493,2023-05-12 22:00:39.031731
199170,7,2707,76561197992981071,,dogao,,BR,2691,2707,15,-5,32,1746,1300,446,17,1683745630,2023-05-12 22:00:39.031731
2644601,8,2700,76561199057707367,,__TheMbL__,,NO,2684,2700,2,-5,39,1039,782,257,9,1683247478,2023-05-12 22:00:39.031731
4422938,9,2688,76561199118807671,,___MbL___,,NO,2684,2711,4,-10,73,555,426,129,5,1683674281,2023-05-12 22:00:39.031731
4351237,10,2679,76561199114437308,,mYi.Sitaux,FrCo,FR,2667,2679,13,-4,40,321,245,76,1,1683729981,2023-05-12 22:00:39.031731
208393,11,2679,76561198027378107,,[aM] Nicov,,AR,2670,2730,2,-6,22,1601,1150,451,8,1683661079,2023-05-12 22:00:39.031731
197964,12,2678,76561198179087382,,Yo,WWP,CN,2673,2799,3,-7,15,2358,1498,860,22,1683915416,2023-05-12 22:00:39.031731
11406458,13,2672,76561199406815843,,vivi_NOOB,,CN,2656,2672,5,-4,12,336,239,97,1,1683911156,2023-05-12 22:00:39.031731
208611,14,2661,76561198325239137,,Villese,,FI,2643,2740,1,-7,19,2863,1877,986,16,1683815715,2023-05-12 22:00:39.031731
666976,15,2651,76561198275359848,,_Barles_,,PL,2644,2697,3,-7,12,2668,1682,986,12,1683724214,2023-05-12 22:00:39.031731
212721,16,2643,76561198116921964,,mYi.Sitaux,FrCo,FR,2659,2711,-2,-5,29,1136,783,353,6,1683911156,2023-05-12 22:00:39.031731
271202,17,2637,76561198000635167,,SalzZ_Vinchester,,RU,2617,2742,1,-6,18,1486,1029,457,7,1683238967,2023-05-12 22:00:39.031731
1486575,18,2627,76561199021127843,,doguinhoCaRaMeLo_xD_br_2k,,BR,2614,2632,1,-6,20,1508,1091,417,6,1683221995,2023-05-12 22:00:39.031731
198035,19,2625,76561198044559189,,GL.DauT,DauT,RS,2609,2626,1,-9,30,2226,1302,924,15,1683719606,2023-05-12 22:00:39.031731
4620061,20,2614,76561199124381546,,Running,,DE,2604,2623,4,-6,27,1961,1201,760,8,1683899968,2023-05-12 22:00:39.031731
506898,21,2606,76561198362219694,,[aM] Liereyy,,AT,2618,2659,-2,-6,16,1044,702,342,9,1683903949,2023-05-12 22:00:39.031731
2368761,22,2604,76561199047138712,,Fox.Margougou,FrCo,FR,2587,2604,5,-7,16,1173,681,492,13,1682810122,2023-05-12 22:00:39.031731
347269,23,2585,76561198364718180,,Gamdom.ACCM |AOEBuilds.com,,VN,2573,2668,7,-7,25,3393,2339,1054,45,1683810918,2023-05-12 22:00:39.031731
1754629,24,2568,76561198807828662,,SalzZ_classicpro,,UA,2566,2581,2,-8,22,1701,1062,639,11,1683915705,2023-05-12 22:00:39.031731
628503,25,2562,76561198036586732,,Valas,,FI,2576,2645,-2,-7,16,2027,1181,846,2,1683716878,2023-05-12 22:00:39.031731
2858362,26,2554,76561198400058723,,GL.JorDan_AoE,,DE,2564,2760,-2,-10,27,1860,1087,773,13,1683892086,2023-05-12 22:00:39.031731
197388,27,2518,76561198088251629,,GL.TaToH,TaToH,ES,2515,2605,1,-6,32,869,624,245,4,1683644977,2023-05-12 22:00:39.031731
1531083,28,2496,76561198056609593,,mYi.FreakinAndy,,AT,2487,2672,1,-9,13,1235,737,498,8,1683888692,2023-05-12 22:00:39.031731
14665996,29,2495,76561199153076089,,GG,,UA,2523,2565,-1,-4,38,116,99,17,1,1683287622,2023-05-12 22:00:39.031731
2660491,30,2492,76561199054206296,,Thành Cổ Quảng Trị &lt;Hope&gt;,LuLe,VN,2480,2492,1,-10,12,2944,1487,1457,33,1683899039,2023-05-12 22:00:39.031731
2783660,31,2491,76561199062883266,,DS_Sebastian,Biry,UY,2475,2603,1,-7,12,2109,1159,950,25,1683642166,2023-05-12 22:00:39.031731
3552644,32,2489,76561199096859133,,TimeToEnjoy,,CA,2473,2489,4,-5,20,425,293,132,0,1683601547,2023-05-12 22:00:39.031731
1966276,33,2485,76561198376755697,,MING,WWP,HK,2503,2505,-1,-7,12,1425,809,616,6,1683449074,2023-05-12 22:00:39.031731
945852,34,2483,76561198075555979,,Lucky Rox,Biry,AR,2470,2483,6,-8,16,1234,702,532,8,1683908409,2023-05-12 22:00:39.031731
229071,35,2480,76561198217460091,,Combi | Uzzi,Combi,MX,2465,2499,2,-8,20,2925,1500,1425,30,1683704270,2023-05-12 22:00:39.031731
2090225,36,2480,76561198242526658,,miguel,,BR,2491,2557,-3,-10,22,2373,1353,1020,12,1683641644,2023-05-12 22:00:39.031731
572017,37,2479,76561198426853065,,TheMax,,FI,2462,2537,1,-6,20,1036,688,348,1,1683802703,2023-05-12 22:00:39.031731
10336997,38,2478,76561199326626083,,Kalong亲卫队队长,,HK,2469,2478,2,-5,34,315,209,106,4,1683884760,2023-05-12 22:00:39.031731
254415,39,2473,76561198011417995,,Modri,,SI,2457,2561,2,-8,12,1032,637,395,9,1683487043,2023-05-12 22:00:39.031731
288714,40,2468,76561198282860959,,Mihai06,ROTLD,RO,2478,2570,-1,-9,12,4030,2154,1876,49,1683899968,2023-05-12 22:00:39.031731
579679,41,2464,76561198425688505,,Fox.Margougou,SINGE,FR,2485,2579,-1,-7,12,1777,996,781,16,1683907242,2023-05-12 22:00:39.031731
614315,42,2462,76561198135964589,,slam,,CA,2481,2612,-3,-8,14,3632,2168,1464,17,1683786837,2023-05-12 22:00:39.031731
357795,43,2459,76561198367209710,,CL.DracKeN,C1own,CZ,2449,2588,3,-13,15,7518,4239,3279,64,1683840005,2023-05-12 22:00:39.031731
419803,44,2456,76561198419918984,,saymyname,,VN,2451,2498,8,-7,16,3214,2062,1152,66,1683881366,2023-05-12 22:00:39.031731
3230529,45,2452,76561198098401046,,IamChris,,CA,2440,2452,2,-13,24,1149,689,460,9,1683247661,2023-05-12 22:00:39.031731
